,Player,Tm,Age,Pos,G,Tgt,Rec,Ctch%,Yds,Y/R,TD,Y/Tgt,R/G,Y/G,Player-additional,Cmp,Att,P_Yds,P_TD,Year
351,HunterRenfrow,LVR,25,WR,16,77.0,56,72.7%,656,11.7,2,8.5,3.5,41.0,RenfHu00,369.0,551.0,4217.0,28.0,2020
352,HunterRenfrow,LVR,24,WR,13,71.0,49,69.0%,605,12.3,4,8.5,3.8,46.5,RenfHu00,367.0,523.0,3926.0,22.0,2019
353,KalifRaymond,DET,28,WR,17,64.0,47,73.4%,616,13.1,0,9.6,2.8,36.2,RaymKa00,383.0,588.0,4281.0,29.0,2022
354,KalifRaymond,DET,27,WR,16,71.0,48,67.6%,576,12.0,4,8.1,3.0,36.0,RaymKa00,396.0,593.0,3598.0,23.0,2021
355,KalifRaymond,TEN,26,WR,15,15.0,9,60.0%,187,20.8,0,12.5,0.6,12.5,RaymKa00,316.0,485.0,3653.0,33.0,2020
356,KalifRaymond,TEN,25,WR,8,12.0,9,75.0%,170,18.9,1,14.2,1.1,21.3,RaymKa00,297.0,448.0,3582.0,29.0,2019
357,BrianQuick,WAS,29,WR,6,3.0,3,100.0%,18,6.0,0,6.0,0.5,3.0,QuicBr00,311.0,509.0,3021.0,16.0,2018
358,BrianQuick,WAS,28,WR,11,8.0,6,75.0%,76,12.7,0,9.5,0.5,6.9,QuicBr00,347.0,540.0,3751.0,27.0,2017
359,BrianQuick,LAR,27,WR,16,77.0,41,53.2%,564,13.8,3,7.3,2.6,35.3,QuicBr00,312.0,536.0,2951.0,14.0,2016
360,BrianQuick,LAR,26,WR,13,32.0,10,31.3%,102,10.2,0,3.2,0.8,7.8,QuicBr00,273.0,473.0,2805.0,11.0,2015
361,BrianQuick,LAR,25,WR,7,39.0,25,64.1%,375,15.0,3,9.6,3.6,53.6,QuicBr00,327.0,515.0,3400.0,20.0,2014
362,BrianQuick,LAR,24,WR,16,35.0,18,51.4%,302,16.8,2,8.6,1.1,18.9,QuicBr00,301.0,506.0,3125.0,22.0,2013
363,ByronPringle,CHI,29,WR,11,16.0,10,62.5%,135,13.5,2,8.4,0.9,12.3,PrinBy00,223.0,377.0,2219.0,19.0,2022
364,ByronPringle,KAN,28,WR,17,60.0,42,70.0%,568,13.5,5,9.5,2.5,33.4,PrinBy00,448.0,675.0,4791.0,37.0,2021
365,ByronPringle,KAN,27,WR,13,17.0,13,76.5%,160,12.3,1,9.4,1.0,12.3,PrinBy00,420.0,630.0,4854.0,40.0,2020
366,ByronPringle,KAN,26,WR,16,16.0,12,75.0%,170,14.2,1,10.6,0.8,10.6,PrinBy00,378.0,576.0,4498.0,30.0,2019
367,DantePettis,CHI,27,WR,17,41.0,19,46.3%,245,12.9,3,6.0,1.1,14.4,PettDa00,223.0,377.0,2219.0,19.0,2022
368,DantePettis,NYG,26,WR,3,16.0,10,62.5%,87,8.7,1,5.4,3.3,29.0,PettDa00,351.0,593.0,3196.0,15.0,2021
369,DantePettis,SFO,24,WR,11,24.0,11,45.8%,109,9.9,2,4.5,1.0,9.9,PettDa00,331.0,478.0,3792.0,28.0,2019
370,DantePettis,SFO,23,WR,12,45.0,27,60.0%,467,17.3,5,10.4,2.3,38.9,PettDa00,331.0,532.0,3867.0,26.0,2018
371,BreshadPerriman,TAM,29,WR,11,19.0,9,47.4%,110,12.2,1,5.8,0.8,10.0,PerrBr02,499.0,751.0,4586.0,26.0,2022
372,BreshadPerriman,TAM,28,WR,6,18.0,11,61.1%,167,15.2,1,9.3,1.8,27.8,PerrBr02,492.0,731.0,5229.0,43.0,2021
373,BreshadPerriman,NYJ,27,WR,12,60.0,30,50.0%,505,16.8,3,8.4,2.5,42.1,PerrBr02,292.0,499.0,2796.0,16.0,2020
374,BreshadPerriman,TAM,26,WR,14,69.0,36,52.2%,645,17.9,6,9.3,2.6,46.1,PerrBr02,382.0,630.0,4845.0,33.0,2019
375,BreshadPerriman,CLE,25,WR,10,25.0,16,64.0%,340,21.3,2,13.6,1.6,34.0,PerrBr02,353.0,574.0,4007.0,29.0,2018
376,BreshadPerriman,BAL,24,WR,11,35.0,10,28.6%,77,7.7,0,2.2,0.9,7.0,PerrBr02,363.0,567.0,3030.0,20.0,2017
377,BreshadPerriman,BAL,23,WR,16,66.0,33,50.0%,499,15.1,3,7.6,2.1,31.2,PerrBr02,439.0,679.0,4100.0,20.0,2016
378,QuintonPatton,SFO,26,WR,14,63.0,37,58.7%,408,11.0,0,6.5,2.6,29.1,PattQu00,287.0,491.0,2911.0,21.0,2016
379,QuintonPatton,SFO,25,WR,16,57.0,30,52.6%,394,13.1,1,6.9,1.9,24.6,PattQu00,322.0,526.0,3316.0,16.0,2015
380,QuintonPatton,SFO,24,WR,4,8.0,3,37.5%,44,14.7,0,5.5,0.8,11.0,PattQu00,292.0,487.0,3063.0,20.0,2014
381,QuintonPatton,SFO,23,WR,6,5.0,3,60.0%,34,11.3,0,6.8,0.5,5.7,PattQu00,244.0,417.0,2979.0,21.0,2013
382,CordarrellePatterson,CHI,29,WR,16,25.0,21,84.0%,132,6.3,0,5.3,1.3,8.3,PattCo00,402.0,614.0,3655.0,26.0,2020
383,CordarrellePatterson,CHI,28,WR,16,17.0,11,64.7%,83,7.5,0,4.9,0.7,5.2,PattCo00,371.0,580.0,3291.0,20.0,2019
384,CordarrellePatterson,NWE,27,WR,15,28.0,21,75.0%,247,11.8,3,8.8,1.4,16.5,PattCo00,378.0,574.0,4258.0,29.0,2018
385,CordarrellePatterson,LVR,26,WR,16,42.0,31,73.8%,309,10.0,0,7.4,1.9,19.3,PattCo00,347.0,558.0,3631.0,23.0,2017
386,CordarrellePatterson,MIN,25,WR,16,70.0,52,74.3%,453,8.7,2,6.5,3.3,28.3,PattCo00,414.0,588.0,3836.0,20.0,2016
387,CordarrellePatterson,MIN,24,WR,16,2.0,2,100.0%,10,5.0,0,5.0,0.1,0.6,PattCo00,294.0,454.0,2928.0,14.0,2015
388,CordarrellePatterson,MIN,23,WR,16,67.0,33,49.3%,384,11.6,1,5.7,2.1,24.0,PattCo00,322.0,517.0,3244.0,17.0,2014
389,CordarrellePatterson,MIN,22,WR,16,77.0,45,58.4%,469,10.4,4,6.1,2.8,29.3,PattCo00,325.0,546.0,3427.0,18.0,2013
390,TimPatrick,DEN,28,WR,16,85.0,53,62.4%,734,13.8,5,8.6,3.3,45.9,PatrTi00,354.0,541.0,3593.0,20.0,2021
391,TimPatrick,DEN,27,WR,15,79.0,51,64.6%,742,14.5,6,9.4,3.4,49.5,PatrTi00,317.0,556.0,3451.0,21.0,2020
392,TimPatrick,DEN,26,WR,8,31.0,16,51.6%,218,13.6,0,7.0,2.0,27.3,PatrTi00,312.0,504.0,3115.0,16.0,2019
393,TimPatrick,DEN,25,WR,16,41.0,23,56.1%,315,13.7,1,7.7,1.4,19.7,PatrTi00,367.0,588.0,3695.0,19.0,2018
394,ZachPascal,PHI,28,WR,17,19.0,15,78.9%,150,10.0,1,7.9,0.9,8.8,PascZa00,350.0,536.0,4105.0,25.0,2022
395,ZachPascal,IND,27,WR,16,69.0,38,55.1%,384,10.1,3,5.6,2.4,24.0,PascZa00,324.0,521.0,3361.0,27.0,2021
396,ZachPascal,IND,26,WR,16,71.0,44,62.0%,629,14.3,5,8.9,2.8,39.3,PascZa00,371.0,552.0,4053.0,24.0,2020
397,ZachPascal,IND,25,WR,16,72.0,41,56.9%,607,14.8,5,8.4,2.6,37.9,PascZa00,307.0,513.0,3108.0,22.0,2019
398,ZachPascal,IND,24,WR,16,46.0,27,58.7%,268,9.9,2,5.8,1.7,16.8,PascZa00,432.0,644.0,4461.0,39.0,2018
399,DeVanteParker,NWE,29,WR,13,47.0,31,66.0%,539,17.4,3,11.5,2.4,41.5,ParkDe01,358.0,540.0,3536.0,19.0,2022
400,DeVanteParker,MIA,28,WR,10,73.0,40,54.8%,515,12.9,2,7.1,4.0,51.5,ParkDe01,404.0,615.0,3651.0,21.0,2021
401,DeVanteParker,MIA,27,WR,14,103.0,63,61.2%,793,12.6,4,7.7,4.5,56.6,ParkDe01,370.0,559.0,3736.0,24.0,2020
402,DeVanteParker,MIA,26,WR,16,128.0,72,56.3%,1202,16.7,9,9.4,4.5,75.1,ParkDe01,371.0,615.0,3804.0,22.0,2019
403,DeVanteParker,MIA,25,WR,11,47.0,24,51.1%,309,12.9,1,6.6,2.2,28.1,ParkDe01,292.0,455.0,2900.0,26.0,2018
404,DeVanteParker,MIA,24,WR,13,96.0,57,59.4%,670,11.8,1,7.0,4.4,51.5,ParkDe01,373.0,602.0,3535.0,24.0,2017
405,DeVanteParker,MIA,23,WR,15,87.0,56,64.4%,744,13.3,4,8.6,3.7,49.6,ParkDe01,316.0,477.0,3500.0,27.0,2016
406,DeVanteParker,MIA,22,WR,14,50.0,26,52.0%,494,19.0,3,9.9,1.9,35.3,ParkDe01,365.0,588.0,3811.0,24.0,2015
407,GunnerOlszewski,PIT,26,WR,16,7.0,5,71.4%,53,10.6,0,7.6,0.3,3.3,OlszGu00,364.0,571.0,3411.0,12.0,2022
408,GunnerOlszewski,NWE,25,WR,16,3.0,2,66.7%,31,15.5,0,10.3,0.1,1.9,OlszGu00,364.0,535.0,3857.0,24.0,2021
409,GunnerOlszewski,NWE,24,WR,13,5.0,5,100.0%,62,12.4,1,12.4,0.4,4.8,OlszGu00,283.0,440.0,2890.0,12.0,2020
410,GunnerOlszewski,NWE,23,WR,8,4.0,2,50.0%,34,17.0,0,8.5,0.3,4.3,OlszGu00,378.0,620.0,3961.0,25.0,2019
411,JordyNelson,LVR,33,WR,15,88.0,63,71.6%,739,11.7,3,8.4,4.2,49.3,NelsJo00,382.0,556.0,3751.0,19.0,2018
412,JordyNelson,GNB,32,WR,15,88.0,53,60.2%,482,9.1,6,5.5,3.5,32.1,NelsJo00,352.0,562.0,3167.0,25.0,2017
413,JordyNelson,GNB,31,WR,16,152.0,97,63.8%,1257,13.0,14,8.3,6.1,78.6,NelsJo00,403.0,620.0,4199.0,40.0,2016
414,JordyNelson,GNB,29,WR,16,151.0,98,64.9%,1519,15.5,13,10.1,6.1,94.9,NelsJo00,349.0,536.0,4261.0,38.0,2014
415,JordyNelson,GNB,28,WR,16,127.0,85,66.9%,1314,15.5,8,10.3,5.3,82.1,NelsJo00,366.0,570.0,4268.0,25.0,2013
416,JJNelson,LVR,27,WR,2,5.0,4,80.0%,36,9.0,1,7.2,2.0,18.0,NelsJJ00,367.0,523.0,3926.0,22.0,2019
417,JJNelson,ARI,26,WR,14,19.0,7,36.8%,64,9.1,0,3.4,0.5,4.6,NelsJJ00,283.0,495.0,2523.0,15.0,2018
418,JJNelson,ARI,25,WR,16,61.0,29,47.5%,508,17.5,2,8.3,1.8,31.8,NelsJJ00,339.0,598.0,3640.0,21.0,2017
419,JJNelson,ARI,24,WR,15,74.0,34,45.9%,568,16.7,6,7.7,2.3,37.9,NelsJJ00,383.0,646.0,4136.0,28.0,2016
420,JJNelson,ARI,23,WR,11,27.0,11,40.7%,299,27.2,2,11.1,1.0,27.2,NelsJJ00,353.0,562.0,4616.0,35.0,2015
421,LouisMurphy,SFO,30,WR,7,17.0,8,47.1%,121,15.1,1,7.1,1.1,17.3,MurpLo00,362.0,607.0,3925.0,15.0,2017
422,LouisMurphy,TAM,28,WR,6,18.0,10,55.6%,198,19.8,0,11.0,1.7,33.0,MurpLo00,312.0,535.0,3852.0,22.0,2015
423,LouisMurphy,TAM,27,WR,11,56.0,31,55.4%,380,12.3,2,6.8,2.8,34.5,MurpLo00,301.0,531.0,3297.0,21.0,2014
424,LouisMurphy,NYG,26,WR,14,13.0,6,46.2%,37,6.2,1,2.8,0.4,2.6,MurpLo00,325.0,567.0,3588.0,18.0,2013
425,DJMoore,CAR,25,WR,17,118.0,63,53.4%,888,14.1,7,7.5,3.7,52.2,MoorD.00,267.0,457.0,2996.0,16.0,2022
426,DJMoore,CAR,24,WR,17,163.0,93,57.1%,1157,12.4,4,7.1,5.5,68.1,MoorD.00,348.0,599.0,3239.0,14.0,2021
427,DJMoore,CAR,23,WR,15,118.0,66,55.9%,1193,18.1,4,10.1,4.4,79.5,MoorD.00,373.0,550.0,3888.0,16.0,2020
428,DJMoore,CAR,22,WR,15,135.0,87,64.4%,1175,13.5,4,8.7,5.8,78.3,MoorD.00,382.0,633.0,3650.0,17.0,2019
429,DJMoore,CAR,21,WR,16,82.0,55,67.1%,788,14.3,2,9.6,3.4,49.3,MoorD.00,378.0,563.0,3836.0,28.0,2018
430,ChrisMoore,HOU,29,WR,16,74.0,48,64.9%,548,11.4,2,7.4,3.0,34.3,MoorCh00,352.0,579.0,3344.0,20.0,2022
431,ChrisMoore,HOU,28,WR,12,22.0,21,95.5%,227,10.8,2,10.3,1.8,18.9,MoorCh00,354.0,546.0,3305.0,21.0,2021
432,ChrisMoore,BAL,26,WR,14,5.0,3,60.0%,21,7.0,0,4.2,0.2,1.5,MoorCh00,289.0,440.0,3225.0,37.0,2019
433,ChrisMoore,BAL,25,WR,16,25.0,19,76.0%,196,10.3,1,7.8,1.2,12.3,MoorCh00,334.0,556.0,3558.0,18.0,2018
434,ChrisMoore,BAL,24,WR,13,38.0,18,47.4%,248,13.8,3,6.5,1.4,19.1,MoorCh00,363.0,567.0,3030.0,20.0,2017
435,ChrisMoore,BAL,23,WR,15,16.0,7,43.8%,46,6.6,0,2.9,0.5,3.1,MoorCh00,439.0,679.0,4100.0,20.0,2016
436,TyMontgomery,NWE,29,WR,1,4.0,3,75.0%,15,5.0,1,3.8,3.0,15.0,MontTy01,358.0,540.0,3536.0,19.0,2022
437,TyMontgomery,NOR,28,WR,14,26.0,16,61.5%,95,5.9,0,3.7,1.1,6.8,MontTy01,293.0,504.0,3186.0,29.0,2021
438,TyMontgomery,NOR,27,WR,6,6.0,3,50.0%,27,9.0,0,4.5,0.5,4.5,MontTy01,370.0,522.0,3758.0,28.0,2020
439,TyMontgomery,NYJ,26,WR,16,17.0,13,76.5%,90,6.9,0,5.3,0.8,5.6,MontTy01,323.0,521.0,3111.0,19.0,2019
440,TyMontgomery,GNB,22,WR,6,19.0,15,78.9%,136,9.1,2,7.2,2.5,22.7,MontTy01,348.0,573.0,3503.0,31.0,2015
441,DonteMoncrief,NWE,27,WR,6,2.0,1,50.0%,15,15.0,0,7.5,0.2,2.5,MoncDo00,283.0,440.0,2890.0,12.0,2020
442,DonteMoncrief,JAX,25,WR,16,89.0,48,53.9%,668,13.9,3,7.5,3.0,41.8,MoncDo00,329.0,536.0,3109.0,15.0,2018
443,DonteMoncrief,IND,24,WR,12,47.0,26,55.3%,391,15.0,2,8.3,2.2,32.6,MoncDo00,285.0,487.0,2892.0,13.0,2017
444,DonteMoncrief,IND,23,WR,9,56.0,30,53.6%,307,10.2,7,5.5,3.3,34.1,MoncDo00,370.0,584.0,4202.0,32.0,2016
445,DonteMoncrief,IND,22,WR,16,105.0,64,61.0%,733,11.5,6,7.0,4.0,45.8,MoncDo00,355.0,619.0,3704.0,26.0,2015
446,DonteMoncrief,IND,21,WR,16,49.0,32,65.3%,444,13.9,3,9.1,2.0,27.8,MoncDo00,410.0,661.0,4894.0,42.0,2014
447,ScottMiller,TAM,25,WR,15,40.0,23,57.5%,185,8.0,0,4.6,1.5,12.3,MillSc01,499.0,751.0,4586.0,26.0,2022
448,ScottMiller,TAM,24,WR,9,9.0,5,55.6%,38,7.6,0,4.2,0.6,4.2,MillSc01,492.0,731.0,5229.0,43.0,2021
449,ScottMiller,TAM,23,WR,16,53.0,33,62.3%,501,15.2,3,9.5,2.1,31.3,MillSc01,410.0,626.0,4626.0,42.0,2020
450,ScottMiller,TAM,22,WR,10,26.0,13,50.0%,200,15.4,1,7.7,1.3,20.0,MillSc01,382.0,630.0,4845.0,33.0,2019
451,JakobiMeyers,NWE,26,WR,14,96.0,67,69.8%,804,12.0,6,8.4,4.8,57.4,MeyeJa01,358.0,540.0,3536.0,19.0,2022
452,JakobiMeyers,NWE,25,WR,17,126.0,83,65.9%,866,10.4,2,6.9,4.9,50.9,MeyeJa01,364.0,535.0,3857.0,24.0,2021
453,JakobiMeyers,NWE,24,WR,14,81.0,59,72.8%,729,12.4,0,9.0,4.2,52.1,MeyeJa01,283.0,440.0,2890.0,12.0,2020
454,JakobiMeyers,NWE,23,WR,15,41.0,26,63.4%,359,13.8,0,8.8,1.7,23.9,MeyeJa01,378.0,620.0,3961.0,25.0,2019
455,DKMetcalf,SEA,25,WR,17,141.0,90,63.8%,1048,11.6,6,7.4,5.3,61.6,MetcDK00,399.0,573.0,3934.0,30.0,2022
456,DKMetcalf,SEA,24,WR,17,129.0,75,58.1%,967,12.9,12,7.5,4.4,56.9,MetcDK00,324.0,495.0,3432.0,30.0,2021
457,DKMetcalf,SEA,23,WR,16,129.0,83,64.3%,1303,15.7,10,10.1,5.2,81.4,MetcDK00,388.0,563.0,3941.0,40.0,2020
458,DKMetcalf,SEA,22,WR,16,100.0,58,58.0%,900,15.5,7,9.0,3.6,56.3,MetcDK00,341.0,517.0,3791.0,31.0,2019
459,TerryMcLaurin,WAS,27,WR,17,120.0,77,64.2%,1191,15.5,5,9.9,4.5,70.1,McLaTe00,344.0,554.0,3472.0,24.0,2022
460,TerryMcLaurin,WAS,26,WR,17,130.0,77,59.2%,1053,13.7,5,8.1,4.5,61.9,McLaTe00,356.0,550.0,3441.0,21.0,2021
461,TerryMcLaurin,WAS,25,WR,15,134.0,87,64.9%,1118,12.9,4,8.3,5.8,74.5,McLaTe00,389.0,601.0,3465.0,16.0,2020
462,TerryMcLaurin,WAS,24,WR,14,93.0,58,62.4%,919,15.8,7,9.9,4.1,65.6,McLaTe00,298.0,479.0,2812.0,18.0,2019
463,JDMcKissic,WAS,28,WR,11,53.0,43,81.1%,397,9.2,2,7.5,3.9,36.1,McKiJ.00,356.0,550.0,3441.0,21.0,2021
464,JDMcKissic,DET,26,WR,16,42.0,34,81.0%,233,6.9,1,5.5,2.1,14.6,McKiJ.00,344.0,571.0,3900.0,28.0,2019
465,JDMcKissic,SEA,24,WR,13,46.0,34,73.9%,266,7.8,2,5.8,2.6,20.5,McKiJ.00,340.0,555.0,3657.0,34.0,2017
466,JDMcKissic,SEA,23,WR,1,2.0,2,100.0%,16,8.0,0,8.0,2.0,16.0,McKiJ.00,368.0,567.0,4124.0,23.0,2016
467,IsaiahMcKenzie,BUF,27,WR,15,65.0,42,64.6%,423,10.1,4,6.5,2.8,28.2,McKeIs00,361.0,574.0,4129.0,35.0,2022
468,IsaiahMcKenzie,BUF,26,WR,15,26.0,20,76.9%,178,8.9,1,6.8,1.3,11.9,McKeIs00,415.0,655.0,4284.0,36.0,2021
469,IsaiahMcKenzie,BUF,25,WR,16,34.0,30,88.2%,282,9.4,5,8.3,1.9,17.6,McKeIs00,410.0,596.0,4620.0,40.0,2020
470,IsaiahMcKenzie,BUF,24,WR,15,39.0,27,69.2%,254,9.4,1,6.5,1.8,16.9,McKeIs00,299.0,513.0,3229.0,21.0,2019
471,IsaiahMcKenzie,DEN,22,WR,11,13.0,4,30.8%,29,7.3,0,2.2,0.4,2.6,McKeIs00,332.0,566.0,3333.0,19.0,2017
472,RayRayMcCloud,SFO,26,WR,17,25.0,14,56.0%,243,17.4,1,9.7,0.8,14.3,McClRa00,338.0,512.0,3856.0,30.0,2022
473,RayRayMcCloud,PIT,25,WR,16,66.0,39,59.1%,277,7.1,0,4.2,2.4,17.3,McClRa00,425.0,664.0,3778.0,23.0,2021
474,RayRayMcCloud,PIT,24,WR,16,22.0,20,90.9%,77,3.9,0,3.5,1.3,4.8,McClRa00,428.0,656.0,4003.0,35.0,2020
475,RayRayMcCloud,BUF,22,WR,10,6.0,5,83.3%,36,7.2,0,6.0,0.5,3.6,McClRa00,271.0,499.0,2794.0,13.0,2018
476,DexterMcCluster,LAC,27,WR,6,11.0,7,63.6%,36,5.1,0,3.3,1.2,6.0,McClDe00,349.0,580.0,4198.0,33.0,2016
477,DexterMcCluster,TEN,26,WR,11,41.0,31,75.6%,260,8.4,1,6.3,2.8,23.6,McClDe00,342.0,551.0,3503.0,25.0,2015
478,DexterMcCluster,TEN,25,WR,14,36.0,26,72.2%,197,7.6,1,5.5,1.9,14.1,McClDe00,299.0,513.0,3412.0,20.0,2014
479,DexterMcCluster,KAN,24,WR,15,83.0,53,63.9%,511,9.6,2,6.2,3.5,34.1,McClDe00,333.0,546.0,3340.0,24.0,2013
480,RishardMatthews,TEN,28,WR,14,87.0,53,60.9%,795,15.0,4,9.1,3.8,56.8,MattRi00,306.0,496.0,3191.0,14.0,2017
481,RishardMatthews,TEN,27,WR,16,108.0,65,60.2%,945,14.5,9,8.8,4.1,59.1,MattRi00,307.0,504.0,3541.0,29.0,2016
482,RishardMatthews,MIA,26,WR,11,61.0,43,70.5%,662,15.4,4,10.9,3.9,60.2,MattRi00,365.0,588.0,3811.0,24.0,2015
483,RishardMatthews,MIA,25,WR,14,22.0,12,54.5%,135,11.3,2,6.1,0.9,9.6,MattRi00,394.0,595.0,3729.0,27.0,2014
484,JordanMatthews,PHI,26,WR,14,28.0,20,71.4%,300,15.0,2,10.7,1.4,21.4,MattJo00,422.0,599.0,4275.0,29.0,2018
485,JordanMatthews,BUF,25,WR,10,36.0,25,69.4%,282,11.3,1,7.8,2.5,28.2,MattJo00,289.0,476.0,2825.0,16.0,2017
486,JordanMatthews,PHI,24,WR,14,117.0,73,62.4%,804,11.0,3,6.9,5.2,57.4,MattJo00,380.0,609.0,3585.0,16.0,2016
487,JordanMatthews,PHI,23,WR,16,126.0,85,67.5%,997,11.7,8,7.9,5.3,62.3,MattJo00,405.0,623.0,4087.0,23.0,2015
488,JordanMatthews,PHI,22,WR,16,103.0,67,65.0%,872,13.0,8,8.5,4.2,54.5,MattJo00,384.0,621.0,4356.0,27.0,2014
489,BrandonMarshall,SEA,34,WR,7,23.0,11,47.8%,136,12.4,1,5.9,1.6,19.4,MarsBr00,280.0,427.0,3093.0,35.0,2018
490,BrandonMarshall,NYG,33,WR,5,33.0,18,54.5%,154,8.6,0,4.7,3.6,30.8,MarsBr00,373.0,608.0,3479.0,20.0,2017
491,BrandonMarshall,NYJ,32,WR,15,128.0,59,46.1%,788,13.4,3,6.2,3.9,52.5,MarsBr00,311.0,550.0,3466.0,16.0,2016
492,BrandonMarshall,NYJ,31,WR,16,173.0,109,63.0%,1502,13.8,14,8.7,6.8,93.9,MarsBr00,362.0,604.0,4057.0,33.0,2015
493,BrandonMarshall,CHI,30,WR,13,106.0,61,57.5%,721,11.8,8,6.8,4.7,55.5,MarsBr00,396.0,609.0,3792.0,30.0,2014
494,BrandonMarshall,CHI,29,WR,16,164.0,100,61.0%,1295,13.0,12,7.9,6.3,80.9,MarsBr00,373.0,579.0,4281.0,32.0,2013
495,JeremyMaclin,BAL,29,WR,12,72.0,40,55.6%,440,11.0,3,6.1,3.3,36.7,MaclJe00,363.0,567.0,3030.0,20.0,2017
496,JeremyMaclin,KAN,28,WR,12,76.0,44,57.9%,536,12.2,2,7.1,3.7,44.7,MaclJe00,365.0,546.0,3740.0,19.0,2016
497,JeremyMaclin,KAN,27,WR,15,124.0,87,70.2%,1088,12.5,8,8.8,5.8,72.5,MaclJe00,310.0,473.0,3255.0,20.0,2015
498,JeremyMaclin,PHI,26,WR,16,143.0,85,59.4%,1318,15.5,10,9.2,5.3,82.4,MaclJe00,384.0,621.0,4356.0,27.0,2014
499,TylerLockett,SEA,30,WR,16,117.0,84,71.8%,1033,12.3,9,8.8,5.3,64.6,LockTy00,399.0,573.0,3934.0,30.0,2022
500,TylerLockett,SEA,29,WR,16,107.0,73,68.2%,1175,16.1,8,11.0,4.6,73.4,LockTy00,324.0,495.0,3432.0,30.0,2021
501,TylerLockett,SEA,28,WR,16,132.0,100,75.8%,1054,10.5,10,8.0,6.3,65.9,LockTy00,388.0,563.0,3941.0,40.0,2020
502,TylerLockett,SEA,27,WR,16,110.0,82,74.5%,1057,12.9,8,9.6,5.1,66.1,LockTy00,341.0,517.0,3791.0,31.0,2019
503,TylerLockett,SEA,26,WR,16,70.0,57,81.4%,965,16.9,10,13.8,3.6,60.3,LockTy00,280.0,427.0,3093.0,35.0,2018
504,TylerLockett,SEA,25,WR,16,71.0,45,63.4%,555,12.3,2,7.8,2.8,34.7,LockTy00,340.0,555.0,3657.0,34.0,2017
505,TylerLockett,SEA,24,WR,15,66.0,41,62.1%,597,14.6,1,9.0,2.7,39.8,LockTy00,368.0,567.0,4124.0,23.0,2016
506,TylerLockett,SEA,23,WR,16,69.0,51,73.9%,664,13.0,6,9.6,3.2,41.5,LockTy00,333.0,489.0,3790.0,34.0,2015
507,TommyleeLewis,MIA,29,WR,2,2.0,1,50.0%,7,7.0,0,3.5,0.5,3.5,LewiTo00,404.0,615.0,3651.0,21.0,2021
508,TommyleeLewis,NOR,28,WR,5,3.0,1,33.3%,5,5.0,0,1.7,0.2,1.0,LewiTo00,370.0,522.0,3758.0,28.0,2020
509,TommyleeLewis,NOR,26,WR,7,3.0,3,100.0%,60,20.0,1,20.0,0.4,8.6,LewiTo00,381.0,519.0,4042.0,33.0,2018
510,TommyleeLewis,NOR,25,WR,15,14.0,10,71.4%,116,11.6,1,8.3,0.7,7.7,LewiTo00,386.0,536.0,4189.0,23.0,2017
511,TommyleeLewis,NOR,24,WR,12,11.0,7,63.6%,76,10.9,0,6.9,0.6,6.3,LewiTo00,472.0,674.0,5074.0,38.0,2016
512,MarqiseLee,JAX,28,WR,6,4.0,3,75.0%,18,6.0,0,4.5,0.5,3.0,LeexMa00,364.0,589.0,3760.0,24.0,2019
513,MarqiseLee,JAX,26,WR,14,96.0,56,58.3%,702,12.5,3,7.3,4.0,50.1,LeexMa00,316.0,527.0,3593.0,21.0,2017
514,MarqiseLee,JAX,25,WR,16,105.0,63,60.0%,851,13.5,3,8.1,3.9,53.2,LeexMa00,369.0,626.0,3728.0,24.0,2016
515,MarqiseLee,JAX,24,WR,10,32.0,15,46.9%,191,12.7,1,6.0,1.5,19.1,LeexMa00,355.0,607.0,4108.0,35.0,2015
516,MarqiseLee,JAX,23,WR,13,69.0,37,53.6%,422,11.4,1,6.1,2.8,32.5,LeexMa00,325.0,557.0,3001.0,15.0,2014
517,AllenLazard,GNB,27,WR,15,100.0,60,60.0%,788,13.1,6,7.9,4.0,52.5,LazaAl00,364.0,563.0,3632.0,27.0,2022
518,AllenLazard,GNB,26,WR,15,60.0,40,66.7%,513,12.8,8,8.6,2.7,34.2,LazaAl00,402.0,593.0,4315.0,39.0,2021
519,AllenLazard,GNB,25,WR,10,46.0,33,71.7%,451,13.7,3,9.8,3.3,45.1,LazaAl00,372.0,526.0,4106.0,48.0,2020
520,AllenLazard,GNB,24,WR,16,52.0,35,67.3%,477,13.6,3,9.2,2.2,29.8,LazaAl00,356.0,573.0,3733.0,26.0,2019
521,AllenLazard,GNB,23,WR,1,1.0,1,100.0%,7,7.0,0,7.0,1.0,7.0,LazaAl00,392.0,640.0,4238.0,25.0,2018
522,CodyLatimer,NYG,27,WR,15,42.0,24,57.1%,300,12.5,2,7.1,1.6,20.0,LatiCo00,376.0,607.0,3731.0,30.0,2019
523,CodyLatimer,NYG,26,WR,6,16.0,11,68.8%,190,17.3,1,11.9,1.8,31.7,LatiCo00,382.0,583.0,4047.0,23.0,2018
524,CodyLatimer,DEN,25,WR,11,31.0,19,61.3%,287,15.1,2,9.3,1.7,26.1,LatiCo00,332.0,566.0,3333.0,19.0,2017
525,CodyLatimer,DEN,24,WR,12,15.0,8,53.3%,76,9.5,0,5.1,0.7,6.3,LatiCo00,339.0,570.0,3685.0,20.0,2016
526,CodyLatimer,DEN,23,WR,14,11.0,6,54.5%,59,9.8,1,5.4,0.4,4.2,LatiCo00,368.0,606.0,3970.0,19.0,2015
